Mixed Fruit,377,TEFAP,15.5,,3/1/03,4212,,,,,discontinued
MOZARELLA,732,TEFAP,12,,1/1/01,190,,,,,discontinued
Muffin Mix,470,,4,,1/13/04,300,,,,,active
Mushroom steak sauce,463,,11,,11/1/04,143,,,,,discontinued
Nutrigrain Bars-Rasp.,372,,6,,2/27/03,180,,,,,discontinued
Oatmeal #50,51,,50,,6/14/01,400,,,,,active
Oatmeal Ì¢‰âÂ‰ÛÏ Peaches + Cream,360,,15,,11/26/02,225,,,,,discontinued
Onions Ì¢‰âÂ‰ÛÏ Sweets,173,,50,,6/19/01,1250,,,,,discontinued
Orange Juice,568,CSFP,44,,7/1/05,2813,,,,,active
ORANGE JUICE,521,TEFAP,44,,3/23/05,2596,,,,,active
ORANGE JUICE  CAN,214,CSFP,0,,10/9/01,5481,,,,,discontinued
ORANGE JUICE/ 12,202,TEFAP,44,,8/30/01,111,,,,,discontinued
Orangeade,162,,50,,6/14/01,1200,,,,,discontinued
Oreo Cookie Barz,388,,6,,5/1/03,72,,,,,discontinued
Org. Pineapple Juice,335,,30,,9/5/02,1800,,,,,discontinued
Oyster crackers,392,,44,,7/8/03,2200,,,,,discontinued
Pancake Mix,35,,27,,6/14/01,1512,,,,,active
Paper boxes,417,,0,,9/2/03,3000,,,,,active
Paper Products-t.p.,27,,35,,6/14/01,210,,,,,discontinued
PASTA,58,TEFAP,21,,6/14/01,294,,,,,discontinued
Pasta,28,,21,,6/14/01,3717,,,,,discontinued
Pasta sides-Pestocream,466,,8,,11/1/04,80,,,,,discontinued
Pasta-Orecchiette,361,,19,,11/26/02,570,,,,,discontinued
PEACHES,74,TEFAP,27,,6/14/01,4023,,,,,discontinued
Peaches,399,,28,,7/14/03,28,,,,,discontinued
PEANUT BUTTER,81,TEFAP,15.5,,6/14/01,5239,,,,,discontinued
Peanut Butter,171,,10,,6/19/01,120,,,,,discontinued
Peanuts,87,,27,,6/14/01,0,,,,,discontinued
PEARS,75,TEFAP,27,,6/14/01,14940,,,,,discontinued
PEAS,216,CSFP,0,,10/9/01,3198,,,,,discontinued
Pickles,142,,48,,6/14/01,3504,,,,,discontinued
Pinapple Tidbits,426,TEFAP,46,,1/22/03,1564,,,,,discontinued
Pineapple,425,TEFAP,36,,1/22/03,792,,,,,discontinued
PINEAPPLE,348,TEFAP,36,,10/14/02,1620,,,,,discontinued
Pineapple,400,,27,,7/14/03,27,,,,,discontinued
PINEAPPLE JU.,413,CSFP,43,,8/4/03,1207,,,,,discontinued
Pink Salmon,163,,26,,6/14/01,2775,,,,,discontinued
PINTO BEANS,411,TEFAP,26,,7/29/03,4108,,,,,discontinued
PLUMS,248,TEFAP,27,,3/1/02,810,,,,,discontinued
Pop Tarts,48,,33,,6/29/01,66,,,,,discontinued
Popcorn,465,,24,,11/1/04,360,,,,,discontinued
Poppered Gravy Mix,385,,10,,5/1/03,600,,,,,discontinued
PORK,76,TEFAP,52,,6/14/01,0,,,,,discontinued
Pork & Beans,102,,24,,6/29/01,600,,,,,discontinued
Potato chips,448,,9,,5/3/04,103,,,,,discontinued
Potato Flakes,153,,15,,6/14/01,944,,,,,discontinued
Potato Pearls,155,,44,,6/14/01,836,,,,,discontinued
Potted Meat,471,,8,,1/20/05,240,,,,,active
POUCH SALMON,442,TEFAP,27,,4/8/04,769,,,,,discontinued
Powder Milk,136,,28,,6/14/01,0,,,,,discontinued
Power Bar,551,,28,,6/2/05,840,,,,,active
PUDDING,383,TEFAP,12,,4/17/03,4032,,,,,discontinued
PUDDING  CHOC.,524,TEFAP,10,,3/23/05,720,,,,,active
Rainbow Pasta,436,,11,,2/18/04,385,,,,,discontinued
Ramen,124,,5,,6/14/01,1069,,,,,active
Ravioli,384,,16,,4/1/03,432,,,,,discontinued
Ravioli-Cheese,182,,12,,6/29/01,144,,,,,discontinued
Ravioli-Chef,187,,24,,6/29/01,120,,,,,discontinued
Ravioli-Meat,183,,12,,6/29/01,192,,,,,discontinued
Refer. Mac & Cheese,421,,7.5,,10/8/03,428,,,,,discontinued
Refer. O.J.,242,,32,,2/14/02,640,,,,,discontinued
REFRIED BEANS,148,TEFAP,28,,6/14/01,4900,,,,,discontinued
Refried Beans,429,,26,,2/2/04,780,,,,,discontinued
Refried Beans Dehyd,560,,38,,7/6/05,1520,,,,,active
Rice,538,CSFP,60,,4/14/05,600,,,,,active
RICE,1,TEFAP,49,,9/21/05,5520,,,,,discontinued
Rice #50,49,,50,,6/14/01,1000,,,,,active
RICE (dup),77,TEFAP,61,,6/14/01,6664,,,,,discontinued
Rice Krispie Treat,195,,40,,7/26/01,9,,,,,discontinued
Rice Pudding Mix,147,,13,,6/14/01,390,,,,,discontinued
Ritz Bits P.B. pak,415,,2,,9/2/03,252,,,,,discontinued
Ritz Chips/funpack,577,,1,,9/9/05,105,,,,,active
Ritz Crackers,90,,15,,6/14/01,0,,,,,discontinued
ROLLED OATS,363,TEFAP,37,,12/12/02,2368,,,,,discontinued
Rotel Tomato Sauce,469,,180,,11/29/04,20,,,,,discontinued
Safeway Cornbread Stuffing Mix,544,,9,,5/10/05,135,,,,,active
Safeway Stuffing Mix,545,,11.25,,5/10/05,112,,,,,active
SAL0015 Misc,488,,36,,2/9/05,1080,,,,,active
SAL0016 Salvage Fruit/Veg,489,,38,,2/9/05,1140,,,,,active
SAL0018 Salvage Protein,490,,38,,2/9/05,1140,,,,,active
SAL0117 Salvage Grain,487,,11,,2/9/05,330,,,,,active
SALMON,72,TEFAP,27,,6/14/01,1350,,,,,discontinued
Salmon Ì¢‰âÂ‰ÛÏ Fresh,116,,50,,6/14/01,0,,,,,discontinued
Salt,344,,25,,9/24/02,6,,,,,discontinued
Saltines,26,,15,,6/14/01,330,,,,,discontinued
Salvage Cleaning,61,,40,,6/14/01,0,,,,,discontinued
Salvage Coffee,194,,25,,7/10/01,3,,,,,discontinued
Salvage Fruit & Veg,36,,40,,6/14/01,480,,,,,discontinued
Salvage Grain,32,,40,,6/14/01,800,,,,,discontinued
Salvage Laundry,40,,40,,6/14/01,0,,,,,discontinued
Salvage Misc.,38,,40,,6/14/01,0,,,,,discontinued
Salvage Protein,37,,40,,6/14/01,1520,,,,,discontinued
Sausage links,552,,6,,6/2/05,174,,,,,active
Season Salt,251,,5,,3/31/02,30,,,,,discontinued
Senca Baby Carrots,261,,26,,3/2/02,3848,,,,,discontinued
Seneca Asp.,255,,12,,3/5/02,552,,,,,discontinued
Seneca Can Veg,428,,30,,1/29/04,8777,,,,,discontinued
Seneca lg. Corn,256,,28,,3/2/02,224,,,,,discontinued
Seneca Lg. Cream Corn,259,,28,,3/3/02,2688,,,,,discontinued
Seneca lg. Green Beans,260,,28,,3/3/02,336,,,,,discontinued
Seneca sm. Corn,257,,15,,3/2/02,3465,,,,,discontinued
Seneca sm. Peas,258,,15,,3/2/02,210,,,,,discontinued
SIMILAC,110,TEFAP,26,,6/14/01,572,,,,,discontinued
Sloppy Joe Mix,455,,4,,5/25/04,24,,,,,discontinued
SMALL TURKEY DELI,733,TEFAP,40,,1/1/01,63,,,,,active
Snack Sticks,65,,3,,6/14/01,0,,,,,discontinued
Snack ums,46,,4,,6/14/01,0,,,,,discontinued
Soup,330,,19,,6/10/02,190,,,,,discontinued
Spag. Annies,181,,12,,6/29/01,36,,,,,discontinued
Spag. Rings,184,,24,,6/29/01,240,,,,,discontinued
SPAG. SAUCE,117,TEFAP,26.5,,6/14/01,2808,,,,,discontinued
Spag. Sauce Mix,165,,4,,6/14/01,35,,,,,discontinued
SPAGHETTI,79,TEFAP,25,,6/14/01,1828,,,,,discontinued
Spaghetti Sauce,34,,30,,6/14/01,0,,,,,discontinued
Spiced Tomatoes,329,,14,,6/10/02,168,,,,,discontinued
Splenda,254,,3,,3/31/02,30,,,,,discontinued
SPLIT PEAS,238,TEFAP,26,,1/1/02,1690,,,,,discontinued
